transaction_id,account_id,customer_id,merchant_id,card_id,transaction_date,transaction_type,channel,amount,currency,status,country_code
TXN00000023,ACC000467,CUST000467,MERC00052,CARD000323,2024-06-26,withdrawal,card_online,178379,UGX,success,UG
TXN00000024,ACC000467,CUST000467,MERC00007,CARD000323,2024-02-21,transfer,agent_cashin,461282,UGX,pending,UG
TXN00000025,ACC000468,CUST000468,MERC00024,CARD000324,2025-09-22,transfer,bank_transfer,192433,UGX,success,UG
TXN00000026,ACC000468,CUST000468,MERC00019,CARD000324,2025-04-10,transfer,card_pos,231388,UGX,success,UG
TXN00000027,ACC000468,CUST000468,MERC00052,CARD000324,2024-08-02,deposit,agent_cashin,275435,UGX,success,UG
TXN00000028,ACC000468,CUST000468,MERC00056,CARD000324,2024-01-01,bill_pay,card_pos,238833,UGX,failed,UG
TXN00000029,ACC000468,CUST000468,MERC00069,CARD000324,2025-04-18,payment,bank_transfer,186108,UGX,success,UG
TXN00000030,ACC000468,CUST000468,MERC00071,CARD000324,2025-05-22,payment,bank_transfer,218007,UGX,success,UG
TXN00000031,ACC000468,CUST000468,MERC00037,CARD000324,2024-02-08,transfer,agent_cashin,229026,UGX,success,UG
TXN00000032,ACC000468,CUST000468,MERC00006,CARD000324,2024-05-14,payment,mobile_money,297126,UGX,success,UG
TXN00000033,ACC000469,CUST000469,MERC00022,CARD000325,2025-03-30,withdrawal,card_online,340831,UGX,pending,UG
TXN00000034,ACC000469,CUST000469,MERC00066,CARD000325,2025-03-28,withdrawal,bank_transfer,344640,UGX,failed,UG
TXN00000035,ACC000469,CUST000469,MERC00018,CARD000325,2025-02-15,payment,agent_cashin,300479,UGX,pending,UG
TXN00000036,ACC000469,CUST000469,MERC00073,CARD000325,2024-03-15,transfer,bank_transfer,391004,UGX,success,UG
TXN00000037,ACC000469,CUST000469,MERC00071,CARD000325,2024-01-18,deposit,mobile_money,496473,UGX,failed,UG
TXN00000038,ACC000469,CUST000469,MERC00050,CARD000325,2025-11-17,payment,card_pos,364739,UGX,pending,UG
TXN00000039,ACC000469,CUST000469,MERC00031,CARD000325,2024-02-05,payment,card_online,370001,UGX,success,UG
TXN00000040,ACC000469,CUST000469,MERC00006,CARD000325,2025-02-05,payment,agent_cashin,386666,UGX,pending,UG
TXN00000041,ACC000406,CUST000406,MERC00026,,2025-01-12,transfer,mobile_money,473284,UGX,failed,UG
TXN00000042,ACC000406,CUST000406,MERC00062,,2024-11-09,payment,agent_cashin,317152,UGX,success,UG
TXN00000043,ACC000406,CUST000406,MERC00016,,2025-10-31,bill_pay,mobile_money,489372,UGX,success,UG
TXN00000044,ACC000406,CUST000406,MERC00055,,2024-08-14,deposit,card_pos,456897,UGX,success,UG
TXN00000045,ACC000406,CUST000406,MERC00056,,2024-09-17,deposit,bank_transfer,179110,UGX,pending,UG
TXN00000046,ACC000406,CUST000406,MERC00024,,2025-09-13,deposit,agent_cashin,286178,UGX,success,UG
TXN00000047,ACC000406,CUST000406,MERC00020,,2024-01-18,bill_pay,card_online,351630,UGX,success,UG
TXN00000048,ACC000406,CUST000406,MERC00006,,2024-03-14,withdrawal,agent_cashin,298611,UGX,pending,UG
TXN00000049,ACC000407,CUST000407,MERC00056,CARD000281,2024-12-01,withdrawal,agent_cashin,163672,UGX,success,UG
TXN00000050,ACC000407,CUST000407,MERC00019,CARD000281,2024-12-24,payment,mobile_money,430867,UGX,success,UG
TXN00000051,ACC000407,CUST000407,MERC00047,CARD000281,2024-10-11,deposit,bank_transfer,313999,UGX,success,UG
TXN00000052,ACC000407,CUST000407,MERC00044,CARD000281,2025-04-26,payment,card_online,248208,UGX,success,UG
TXN00000053,ACC000407,CUST000407,MERC00036,CARD000281,2024-11-09,withdrawal,agent_cashin,119479,UGX,success,UG
TXN00000054,ACC000407,CUST000407,MERC00042,CARD000281,2024-08-15,transfer,card_pos,259741,UGX,pending,UG
TXN00000055,ACC000407,CUST000407,MERC00027,CARD000281,2025-11-25,transfer,card_online,419693,UGX,success,UG
TXN00000056,ACC000407,CUST000407,MERC00010,CARD000281,2024-10-18,deposit,bank_transfer,417124,UGX,pending,UG
TXN00000057,ACC000408,CUST000408,MERC00001,CARD000282,2025-01-10,bill_pay,bank_transfer,387873,UGX,success,UG
TXN00000058,ACC000408,CUST000408,MERC00065,CARD000282,2024-01-16,deposit,card_pos,259130,UGX,failed,UG
TXN00000059,ACC000408,CUST000408,MERC00032,CARD000282,2025-10-14,payment,card_online,159203,UGX,success,UG
TXN00000060,ACC000408,CUST000408,MERC00038,CARD000282,2024-05-16,bill_pay,card_pos,203736,UGX,success,UG
TXN00000061,ACC000408,CUST000408,MERC00054,CARD000282,2024-01-23,withdrawal,card_online,207797,UGX,success,UG
TXN00000062,ACC000408,CUST000408,MERC00006,CARD000282,2025-08-30,payment,card_online,264430,UGX,success,UG
TXN00000063,ACC000408,CUST000408,MERC00040,CARD000282,2025-05-23,transfer,agent_cashin,240075,UGX,success,UG
TXN00000064,ACC000408,CUST000408,MERC00040,CARD000282,2024-08-21,withdrawal,mobile_money,343774,UGX,success,UG
TXN00000065,ACC000524,CUST000524,MERC00025,CARD000362,2024-06-26,bill_pay,card_online,456393,UGX,success,UG
TXN00000066,ACC000524,CUST000524,MERC00060,CARD000362,2024-04-26,deposit,agent_cashin,420574,UGX,pending,UG
TXN00000067,ACC000524,CUST000524,MERC00045,CARD000362,2025-06-08,bill_pay,mobile_money,256710,UGX,failed,UG
TXN00000068,ACC000524,CUST000524,MERC00033,CARD000362,2024-04-28,withdrawal,card_online,388452,UGX,pending,UG
TXN00000069,ACC000524,CUST000524,MERC00040,CARD000362,2025-04-26,payment,bank_transfer,382666,UGX,success,UG
TXN00000070,ACC000524,CUST000524,MERC00053,CARD000362,2024-04-07,withdrawal,card_pos,367013,UGX,success,UG
TXN00000071,ACC000524,CUST000524,MERC00006,CARD000362,2025-02-10,transfer,bank_transfer,206391,UGX,success,UG
TXN00000072,ACC000524,CUST000524,MERC00061,CARD000362,2024-05-24,withdrawal,mobile_money,304211,UGX,success,UG
TXN00000073,ACC000525,CUST000525,MERC00006,CARD000363,2024-02-23,bill_pay,card_online,483343,UGX,success,UG
TXN00000074,ACC000525,CUST000525,MERC00004,CARD000363,2024-03-08,deposit,mobile_money,412806,UGX,pending,UG
TXN00000075,ACC000525,CUST000525,MERC00028,CARD000363,2024-04-02,transfer,mobile_money,199350,UGX,success,UG
TXN00000076,ACC000525,CUST000525,MERC00038,CARD000363,2024-07-16,deposit,agent_cashin,273370,UGX,failed,UG
TXN00000077,ACC000525,CUST000525,MERC00049,CARD000363,2025-08-01,deposit,mobile_money,322765,UGX,success,UG
TXN00000078,ACC000525,CUST000525,MERC00017,CARD000363,2025-03-18,withdrawal,mobile_money,373892,UGX,success,UG
TXN00000079,ACC000525,CUST000525,MERC00052,CARD000363,2024-05-31,payment,card_online,243567,UGX,success,UG
TXN00000080,ACC000525,CUST000525,MERC00054,CARD000363,2025-02-04,payment,card_online,280596,UGX,pending,UG
TXN00000081,ACC000526,CUST000526,MERC00022,CARD000364,2025-10-15,withdrawal,card_online,237172,UGX,success,UG
TXN00000082,ACC000526,CUST000526,MERC00030,CARD000364,2025-05-18,deposit,bank_transfer,375725,UGX,success,UG
TXN00000083,ACC000526,CUST000526,MERC00057,CARD000364,2025-02-19,payment,card_online,427027,UGX,failed,UG
TXN00000084,ACC000526,CUST000526,MERC00001,CARD000364,2024-08-27,transfer,card_online,439606,UGX,success,UG
TXN00000085,ACC000526,CUST000526,MERC00055,CARD000364,2024-07-07,withdrawal,card_online,390863,UGX,success,UG
TXN00000086,ACC000526,CUST000526,MERC00029,CARD000364,2024-06-15,payment,card_pos,224924,UGX,failed,UG
TXN00000087,ACC000526,CUST000526,MERC00072,CARD000364,2025-11-24,deposit,bank_transfer,437989,UGX,success,UG
TXN00000088,ACC000526,CUST000526,MERC00064,CARD000364,2025-10-09,bill_pay,bank_transfer,289872,UGX,success,UG
TXN00000089,ACC000527,CUST000527,MERC00038,CARD000365,2025-05-20,payment,card_pos,288162,UGX,success,UG
TXN00000090,ACC000527,CUST000527,MERC00071,CARD000365,2025-06-12,payment,bank_transfer,228406,UGX,success,UG
TXN00000091,ACC000527,CUST000527,MERC00006,CARD000365,2025-07-13,bill_pay,mobile_money,164848,UGX,failed,UG
TXN00000092,ACC000527,CUST000527,MERC00003,CARD000365,2024-05-02,transfer,mobile_money,232387,UGX,success,UG
TXN00000093,ACC000527,CUST000527,MERC00024,CARD000365,2024-10-14,bill_pay,mobile_money,474646,UGX,failed,UG
TXN00000094,ACC000527,CUST000527,MERC00044,CARD000365,2024-05-19,bill_pay,agent_cashin,221860,UGX,success,UG
TXN00000095,ACC000527,CUST000527,MERC00057,CARD000365,2024-07-17,payment,mobile_money,350949,UGX,success,UG
TXN00000096,ACC000527,CUST000527,MERC00027,CARD000365,2025-01-10,transfer,card_pos,414480,UGX,pending,UG
TXN00000097,ACC000528,CUST000528,MERC00009,CARD000366,2025-05-06,deposit,mobile_money,305098,UGX,pending,UG
TXN00000098,ACC000528,CUST000528,MERC00027,CARD000366,2025-06-20,withdrawal,agent_cashin,233570,UGX,success,UG
TXN00000099,ACC000528,CUST000528,MERC00028,CARD000366,2025-07-31,transfer,mobile_money,157066,UGX,pending,UG
TXN00000100,ACC000528,CUST000528,MERC00071,CARD000366,2024-03-24,transfer,bank_transfer,198737,UGX,success,UG
TXN00000101,ACC000528,CUST000528,MERC00030,CARD000366,2024-09-18,transfer,card_online,158351,UGX,success,UG
TXN00000102,ACC000528,CUST000528,MERC00064,CARD000366,2024-02-11,payment,card_pos,397476,UGX,pending,UG
TXN00000103,ACC000528,CUST000528,MERC00016,CARD000366,2024-07-23,deposit,bank_transfer,247212,UGX,failed,UG
TXN00000104,ACC000528,CUST000528,MERC00048,CARD000366,2024-12-20,payment,bank_transfer,288633,UGX,success,UG
TXN00000105,ACC000919,CUST000919,MERC00013,,2024-06-08,deposit,agent_cashin,470763,UGX,failed,UG
TXN00000106,ACC000919,CUST000919,MERC00024,,2024-01-06,deposit,agent_cashin,386086,UGX,failed,UG
TXN00000107,ACC000919,CUST000919,MERC00054,,2025-02-07,withdrawal,agent_cashin,350716,UGX,success,UG
TXN00000108,ACC000919,CUST000919,MERC00004,,2025-10-31,payment,bank_transfer,261364,UGX,pending,UG
TXN00000109,ACC000919,CUST000919,MERC00063,,2024-09-04,transfer,card_pos,275376,UGX,failed,UG
TXN00000110,ACC000919,CUST000919,MERC00023,,2024-06-11,bill_pay,agent_cashin,447083,UGX,success,UG
TXN00000111,ACC000919,CUST000919,MERC00072,,2024-11-06,deposit,mobile_money,323508,UGX,success,UG
TXN00000112,ACC000919,CUST000919,MERC00058,,2024-06-29,deposit,bank_transfer,476544,UGX,success,UG
TXN00000113,ACC000920,CUST000920,MERC00068,CARD000629,2024-07-31,transfer,mobile_money,358080,UGX,pending,UG
TXN00000114,ACC000920,CUST000920,MERC00001,CARD000629,2025-11-29,transfer,agent_cashin,380509,UGX,success,UG
TXN00000115,ACC000920,CUST000920,MERC00062,CARD000629,2024-08-15,deposit,agent_cashin,205510,UGX,success,UG
TXN00000116,ACC000920,CUST000920,MERC00037,CARD000629,2025-08-06,payment,card_online,263310,UGX,success,UG
TXN00000117,ACC000920,CUST000920,MERC00053,CARD000629,2024-01-28,transfer,bank_transfer,409449,UGX,success,UG
TXN00000118,ACC000920,CUST000920,MERC00035,CARD000629,2024-09-17,deposit,bank_transfer,211005,UGX,pending,UG
TXN00000119,ACC000920,CUST000920,MERC00031,CARD000629,2024-05-04,withdrawal,agent_cashin,260815,UGX,pending,UG
TXN00000120,ACC000920,CUST000920,MERC00062,CARD000629,2024-09-16,transfer,bank_transfer,406633,UGX,success,UG
TXN00000121,ACC000921,CUST000921,MERC00048,CARD000630,2024-04-20,bill_pay,card_online,371837,UGX,failed,UG
TXN00000122,ACC000921,CUST000921,MERC00004,CARD000630,2024-02-12,bill_pay,card_pos,374459,UGX,pending,UG
TXN00000123,ACC000921,CUST000921,MERC00057,CARD000630,2024-11-27,transfer,card_online,373749,UGX,success,UG
TXN00000124,ACC000921,CUST000921,MERC00023,CARD000630,2025-08-28,deposit,agent_cashin,348384,UGX,pending,UG
TXN00000125,ACC000921,CUST000921,MERC00047,CARD000630,2025-08-05,bill_pay,agent_cashin,430673,UGX,success,UG
TXN00000126,ACC000921,CUST000921,MERC00010,CARD000630,2025-02-24,deposit,mobile_money,288627,UGX,success,UG
TXN00000127,ACC000921,CUST000921,MERC00033,CARD000630,2025-08-21,payment,mobile_money,297307,UGX,success,UG
TXN00000128,ACC000921,CUST000921,MERC00015,CARD000630,2025-05-29,deposit,card_online,197106,UGX,pending,UG
TXN00000129,ACC000922,CUST000922,MERC00042,CARD000631,2024-07-22,deposit,card_pos,372645,UGX,success,UG
TXN00000130,ACC000922,CUST000922,MERC00011,CARD000631,2025-08-23,deposit,card_online,475871,UGX,pending,UG
TXN00000131,ACC000922,CUST000922,MERC00028,CARD000631,2024-05-05,withdrawal,card_online,405290,UGX,success,UG
TXN00000132,ACC000922,CUST000922,MERC00063,CARD000631,2025-06-08,transfer,mobile_money,363827,UGX,pending,UG
TXN00000133,ACC000922,CUST000922,MERC00024,CARD000631,2024-10-13,transfer,card_online,457902,UGX,pending,UG
TXN00000134,ACC000922,CUST000922,MERC00027,CARD000631,2024-05-22,transfer,bank_transfer,231730,UGX,success,UG
TXN00000135,ACC000922,CUST000922,MERC00062,CARD000631,2025-08-31,withdrawal,bank_transfer,418319,UGX,success,UG
TXN00000136,ACC000922,CUST000922,MERC00033,CARD000631,2024-04-21,transfer,agent_cashin,368535,UGX,success,UG
TXN00000137,ACC000860,CUST000860,MERC00015,CARD000586,2025-10-23,transfer,bank_transfer,354318,UGX,success,UG
TXN00000138,ACC000860,CUST000860,MERC00053,CARD000586,2024-01-04,deposit,agent_cashin,323393,UGX,pending,UG
TXN00000139,ACC000860,CUST000860,MERC00026,CARD000586,2024-04-24,bill_pay,card_online,370663,UGX,pending,UG
TXN00000140,ACC000860,CUST000860,MERC00029,CARD000586,2025-09-20,transfer,card_pos,315167,UGX,success,UG
TXN00000141,ACC000860,CUST000860,MERC00020,CARD000586,2024-05-13,bill_pay,bank_transfer,284795,UGX,success,UG
TXN00000142,ACC000860,CUST000860,MERC00040,CARD000586,2025-07-07,deposit,card_online,432329,UGX,success,UG
TXN00000143,ACC000860,CUST000860,MERC00028,CARD000586,2025-07-18,withdrawal,card_online,463256,UGX,success,UG
TXN00000144,ACC000860,CUST000860,MERC00028,CARD000586,2024-10-16,transfer,agent_cashin,379627,UGX,success,UG
TXN00000145,ACC000861,CUST000861,MERC00056,CARD000587,2024-11-27,payment,agent_cashin,215357,UGX,pending,UG
TXN00000146,ACC000861,CUST000861,MERC00052,CARD000587,2024-06-16,deposit,agent_cashin,398070,UGX,pending,UG
TXN00000147,ACC000861,CUST000861,MERC00044,CARD000587,2025-06-09,bill_pay,agent_cashin,285948,UGX,failed,UG
TXN00000148,ACC000861,CUST000861,MERC00002,CARD000587,2024-07-08,payment,bank_transfer,404079,UGX,pending,UG
TXN00000149,ACC000861,CUST000861,MERC00056,CARD000587,2025-02-23,transfer,card_online,354185,UGX,pending,UG
TXN00000150,ACC000861,CUST000861,MERC00043,CARD000587,2024-09-20,payment,card_pos,402233,UGX,success,UG
TXN00000151,ACC000861,CUST000861,MERC00028,CARD000587,2025-10-18,bill_pay,bank_transfer,320194,UGX,pending,UG
TXN00000152,ACC000861,CUST000861,MERC00049,CARD000587,2024-09-16,withdrawal,card_online,261566,UGX,success,UG
TXN00000153,ACC000862,CUST000862,MERC00039,,2025-01-30,bill_pay,agent_cashin,237813,UGX,success,UG
TXN00000154,ACC000862,CUST000862,MERC00036,,2024-01-22,deposit,card_pos,340293,UGX,success,UG
TXN00000155,ACC000862,CUST000862,MERC00031,,2024-11-19,deposit,mobile_money,446865,UGX,success,UG
TXN00000156,ACC000862,CUST000862,MERC00069,,2024-02-12,bill_pay,bank_transfer,244736,UGX,pending,UG
TXN00000157,ACC000862,CUST000862,MERC00058,,2025-10-11,withdrawal,bank_transfer,474545,UGX,pending,UG
TXN00000158,ACC000862,CUST000862,MERC00001,,2025-02-17,bill_pay,bank_transfer,357613,UGX,failed,UG
TXN00000159,ACC000862,CUST000862,MERC00051,,2025-09-18,deposit,card_pos,256132,UGX,success,UG
TXN00000160,ACC000862,CUST000862,MERC00073,,2025-07-08,bill_pay,card_online,275547,UGX,failed,UG
TXN00000161,ACC000863,CUST000863,MERC00027,,2024-10-29,payment,mobile_money,386297,UGX,success,UG
TXN00000162,ACC000863,CUST000863,MERC00011,,2025-08-12,transfer,bank_transfer,474738,UGX,success,UG
TXN00000163,ACC000863,CUST000863,MERC00002,,2024-12-23,payment,bank_transfer,253835,UGX,success,UG
TXN00000164,ACC000863,CUST000863,MERC00030,,2024-09-03,bill_pay,mobile_money,164376,UGX,failed,UG
TXN00000165,ACC000863,CUST000863,MERC00065,,2025-06-05,withdrawal,card_pos,280676,UGX,success,UG
TXN00000166,ACC000863,CUST000863,MERC00001,,2024-07-25,withdrawal,mobile_money,299133,UGX,success,UG
TXN00000167,ACC000863,CUST000863,MERC00026,,2025-02-03,transfer,mobile_money,425415,UGX,pending,UG
TXN00000168,ACC000863,CUST000863,MERC00001,,2024-07-23,deposit,bank_transfer,384036,UGX,failed,UG
TXN00000169,ACC000864,CUST000864,MERC00032,CARD000588,2025-04-09,payment,agent_cashin,282352,UGX,failed,UG
TXN00000170,ACC000864,CUST000864,MERC00073,CARD000588,2025-08-28,withdrawal,mobile_money,471746,UGX,success,UG
TXN00000171,ACC000864,CUST000864,MERC00065,CARD000588,2025-04-27,payment,bank_transfer,432913,UGX,success,UG
TXN00000172,ACC000864,CUST000864,MERC00066,CARD000588,2024-06-16,transfer,mobile_money,265531,UGX,success,UG
TXN00000173,ACC000864,CUST000864,MERC00007,CARD000588,2025-08-13,withdrawal,bank_transfer,353740,UGX,success,UG
TXN00000174,ACC000864,CUST000864,MERC00005,CARD000588,2024-10-15,withdrawal,bank_transfer,376585,UGX,pending,UG
TXN00000175,ACC000864,CUST000864,MERC00043,CARD000588,2024-04-18,payment,card_pos,445636,UGX,failed,UG
TXN00000176,ACC000864,CUST000864,MERC00031,CARD000588,2025-06-21,payment,card_online,262539,UGX,pending,UG
TXN00000177,ACC000719,CUST000719,MERC00015,,2024-01-14,transfer,card_online,327947,UGX,success,UG
TXN00000178,ACC000719,CUST000719,MERC00061,,2024-09-05,withdrawal,card_pos,452963,UGX,success,UG
TXN00000179,ACC000719,CUST000719,MERC00036,,2025-07-18,bill_pay,card_online,241801,UGX,success,UG
TXN00000180,ACC000719,CUST000719,MERC00033,,2024-01-04,withdrawal,agent_cashin,415686,UGX,success,UG
TXN00000181,ACC000719,CUST000719,MERC00052,,2024-06-12,withdrawal,mobile_money,416316,UGX,success,UG
TXN00000182,ACC000719,CUST000719,MERC00002,,2025-10-16,payment,bank_transfer,282519,UGX,failed,UG
TXN00000183,ACC000719,CUST000719,MERC00045,,2024-06-30,deposit,agent_cashin,232971,UGX,success,UG
TXN00000184,ACC000719,CUST000719,MERC00070,,2024-09-29,deposit,agent_cashin,223770,UGX,success,UG
TXN00000185,ACC000720,CUST000720,MERC00016,,2024-03-03,transfer,card_pos,202841,UGX,success,UG
TXN00000186,ACC000720,CUST000720,MERC00022,,2025-05-18,deposit,agent_cashin,422451,UGX,success,UG
TXN00000187,ACC000720,CUST000720,MERC00016,,2024-03-25,transfer,mobile_money,289074,UGX,failed,UG
TXN00000188,ACC000720,CUST000720,MERC00066,,2024-01-14,bill_pay,card_online,389262,UGX,success,UG
TXN00000189,ACC000720,CUST000720,MERC00060,,2024-03-04,transfer,mobile_money,452856,UGX,success,UG
TXN00000190,ACC000720,CUST000720,MERC00012,,2024-07-09,withdrawal,card_online,424507,UGX,success,UG
TXN00000191,ACC000720,CUST000720,MERC00042,,2024-04-08,transfer,agent_cashin,300986,UGX,success,UG
TXN00000192,ACC000720,CUST000720,MERC00068,,2025-11-13,deposit,card_pos,284557,UGX,success,UG
TXN00000193,ACC000721,CUST000721,MERC00011,,2024-01-25,withdrawal,card_online,366189,UGX,success,UG
TXN00000194,ACC000721,CUST000721,MERC00045,,2024-12-10,bill_pay,agent_cashin,371194,UGX,failed,UG
TXN00000195,ACC000721,CUST000721,MERC00038,,2025-02-19,bill_pay,card_online,317279,UGX,pending,UG
TXN00000196,ACC000721,CUST000721,MERC00069,,2025-06-04,deposit,card_online,224155,UGX,pending,UG
TXN00000197,ACC000721,CUST000721,MERC00016,,2025-02-14,bill_pay,bank_transfer,248855,UGX,success,UG
TXN00000198,ACC000721,CUST000721,MERC00053,,2024-04-15,withdrawal,card_online,416378,UGX,failed,UG
TXN00000199,ACC000721,CUST000721,MERC00028,,2024-08-03,bill_pay,mobile_money,357270,UGX,success,UG
TXN00000200,ACC000721,CUST000721,MERC00038,,2024-08-19,transfer,bank_transfer,253881,UGX,success,UG
TXN00000201,ACC000722,CUST000722,MERC00056,CARD000495,2025-10-31,transfer,bank_transfer,341197,UGX,failed,UG
TXN00000202,ACC000722,CUST000722,MERC00057,CARD000495,2025-11-16,transfer,card_pos,531847,UGX,pending,UG
TXN00000203,ACC000722,CUST000722,MERC00036,CARD000495,2025-05-03,bill_pay,card_online,438868,UGX,success,UG
TXN00000204,ACC000722,CUST000722,MERC00019,CARD000495,2024-08-15,transfer,agent_cashin,502686,UGX,failed,UG
TXN00000205,ACC000722,CUST000722,MERC00063,CARD000495,2025-10-04,bill_pay,bank_transfer,286825,UGX,pending,UG
TXN00000206,ACC000722,CUST000722,MERC00014,CARD000495,2025-03-09,transfer,mobile_money,374357,UGX,success,UG
TXN00000207,ACC000722,CUST000722,MERC00062,CARD000495,2024-09-11,payment,agent_cashin,384687,UGX,success,UG
TXN00000208,ACC000722,CUST000722,MERC00035,CARD000495,2024-07-14,bill_pay,mobile_money,385455,UGX,pending,UG
TXN00000209,ACC000660,CUST000660,MERC00002,CARD000454,2024-12-12,payment,bank_transfer,386639,UGX,success,UG
TXN00000210,ACC000660,CUST000660,MERC00035,CARD000454,2025-05-25,transfer,card_pos,266489,UGX,pending,UG
TXN00000211,ACC000660,CUST000660,MERC00037,CARD000454,2024-05-04,bill_pay,card_pos,401496,UGX,success,UG
TXN00000212,ACC000660,CUST000660,MERC00053,CARD000454,2024-11-28,transfer,card_online,242476,UGX,failed,UG
TXN00000213,ACC000660,CUST000660,MERC00057,CARD000454,2025-10-23,transfer,card_pos,300990,UGX,success,UG
TXN00000214,ACC000660,CUST000660,MERC00003,CARD000454,2024-12-02,deposit,card_online,376249,UGX,success,UG
TXN00000215,ACC000660,CUST000660,MERC00002,CARD000454,2024-12-03,bill_pay,agent_cashin,424329,UGX,pending,UG
TXN00000216,ACC000660,CUST000660,MERC00067,CARD000454,2025-11-10,withdrawal,card_pos,311400,UGX,failed,UG
TXN00000217,ACC000661,CUST000661,MERC00020,CARD000455,2024-09-19,payment,agent_cashin,272196,UGX,success,UG
TXN00000218,ACC000661,CUST000661,MERC00070,CARD000455,2024-12-29,transfer,card_pos,359698,UGX,failed,UG
TXN00000219,ACC000661,CUST000661,MERC00040,CARD000455,2025-05-02,bill_pay,mobile_money,254793,UGX,success,UG
TXN00000220,ACC000661,CUST000661,MERC00039,CARD000455,2025-01-22,deposit,card_pos,395408,UGX,failed,UG
TXN00000221,ACC000661,CUST000661,MERC00004,CARD000455,2024-11-16,bill_pay,agent_cashin,362031,UGX,pending,UG
TXN00000222,ACC000661,CUST000661,MERC00060,CARD000455,2024-05-28,transfer,mobile_money,198806,UGX,success,UG
TXN00000223,ACC000661,CUST000661,MERC00067,CARD000455,2025-08-12,deposit,agent_cashin,242592,UGX,success,UG
TXN00000224,ACC000661,CUST000661,MERC00045,CARD000455,2024-10-03,withdrawal,card_online,330969,UGX,success,UG
TXN00000225,ACC000662,CUST000662,MERC00001,CARD000456,2024-01-19,bill_pay,mobile_money,216190,UGX,success,UG
TXN00000226,ACC000662,CUST000662,MERC00056,CARD000456,2025-02-25,withdrawal,card_pos,307034,UGX,success,UG
TXN00000227,ACC000662,CUST000662,MERC00052,CARD000456,2024-05-29,withdrawal,card_pos,446295,UGX,pending,UG
TXN00000228,ACC000662,CUST000662,MERC00046,CARD000456,2024-10-28,transfer,card_online,412489,UGX,pending,UG
TXN00000229,ACC000662,CUST000662,MERC00013,CARD000456,2025-04-16,transfer,card_pos,302518,UGX,failed,UG
TXN00000230,ACC000662,CUST000662,MERC00006,CARD000456,2025-01-11,bill_pay,card_online,270960,UGX,pending,UG
TXN00000231,ACC000662,CUST000662,MERC00012,CARD000456,2024-06-29,payment,mobile_money,394660,UGX,success,UG
TXN00000232,ACC000662,CUST000662,MERC00060,CARD000456,2025-02-25,withdrawal,card_pos,428087,UGX,success,UG
TXN00000233,ACC000663,CUST000663,MERC00003,CARD000457,2025-06-30,withdrawal,bank_transfer,152641,UGX,success,UG
TXN00000234,ACC000663,CUST000663,MERC00013,CARD000457,2025-03-16,withdrawal,card_pos,185487,UGX,success,UG
